Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,PSH,PSD,PSA,HTCS,CS,HS,HST,AS,AST,HY,AY,HR,AR,HCO,ACO,HF,AF
E0,19/08/2023,Wolves,Brighton,1,4,A,0,1,A,4.12,3.92,1.88,0-1,1-4,16,5,16,8,3,6,1,0,5,3,14,11
E0,19/08/2023,Tottenham,Man United,2,0,H,0,0,D,2.85,3.82,2.41,0-0,2-0,17,6,22,6,1,3,0,0,5,6,9,8
E0,19/08/2023,Man City,Newcastle,1,0,H,1,0,H,1.73,4.1,4.8,1-0,1-0,14,4,7,1,1,5,0,0,3,0,12,11
E0,20/08/2023,Aston Villa,Everton,4,0,H,2,0,H,1.72,3.99,5.06,2-0,4-0,13,7,9,2,3,4,0,0,7,6,8,12
E0,20/08/2023,West Ham,Chelsea,3,1,H,1,1,D,3.68,3.57,2.1,1-1,3-1,12,6,17,4,2,3,1,0,3,9,12,9
E0,21/08/2023,Crystal Palace,Arsenal,0,1,A,0,0,D,5.73,4.12,1.63,0-0,0-1,14,2,14,3,2,1,0,1,1,8,14,10
E0,25/08/2023,Chelsea,Luton,3,0,H,1,0,H,1.3,6.08,10.68,1-0,3-0,19,8,11,1,2,3,0,0,6,4,15,12
E0,26/08/2023,Bournemouth,Tottenham,0,2,A,0,1,A,3.72,4.04,1.95,0-1,0-2,11,3,17,6,1,3,0,0,6,2,18,11
E0,26/08/2023,Arsenal,Fulham,2,2,D,0,1,A,1.24,6.07,15.25,0-1,2-2,19,11,8,3,0,3,0,1,8,3,6,5
E0,26/08/2023,Brentford,Crystal Palace,1,1,D,1,0,H,2.17,3.43,3.62,1-0,1-1,12,1,15,5,0,0,0,0,8,6,9,15
E0,26/08/2023,Everton,Wolves,0,1,A,0,0,D,2.34,3.32,3.34,0-0,0-1,15,7,11,2,3,4,0,0,7,0,10,14
E0,26/08/2023,Man United,Nottm Forest,3,2,H,1,2,A,1.32,5.98,9.11,1-2,3-2,18,9,9,4,4,4,0,1,11,3,13,11
E0,26/08/2023,Brighton,West Ham,1,3,A,0,1,A,1.54,4.74,5.81,0-1,1-3,25,10,12,3,1,3,0,0,17,4,10,9
E0,27/08/2023,Burnley,Aston Villa,1,3,A,0,2,A,3.39,3.65,2.18,0-2,1-3,9,2,16,6,2,0,0,0,4,6,12,11
E0,27/08/2023,Sheffield United,Man City,1,2,A,0,0,D,16.72,7.73,1.18,0-0,1-2,6,2,30,9,3,0,0,0,1,12,11,2
E0,27/08/2023,Newcastle,Liverpool,1,2,A,1,0,H,2.2,3.95,3.13,1-0,1-2,23,8,9,4,1,2,0,1,5,9,16,10
E0,01/09/2023,Luton,West Ham,1,2,A,0,1,A,4.82,4.04,1.75,0-1,1-2,16,1,9,3,1,1,0,0,9,6,8,13
E0,02/09/2023,Sheffield United,Everton,2,2,D,2,1,H,3.06,3.27,2.53,2-1,2-2,13,8,16,6,1,2,0,0,4,6,11,13
E0,02/09/2023,Brentford,Bournemouth,2,2,D,1,1,D,1.75,4.14,4.62,1-1,2-2,21,7,12,5,1,2,0,0,5,2,6,13
E0,02/09/2023,Burnley,Tottenham,2,5,A,1,2,A,3.97,4.04,1.88,1-2,2-5,16,4,20,10,4,3,0,0,7,4,15,9
E0,02/09/2023,Chelsea,Nottm Forest,0,1,A,0,0,D,1.39,5.1,8.62,0-0,0-1,21,2,7,3,3,4,0,0,8,0,10,9
E0,02/09/2023,Man City,Fulham,5,1,H,2,1,H,1.15,8.93,18.11,2-1,5-1,7,5,6,4,2,4,0,0,4,5,12,12
E0,02/09/2023,Brighton,Newcastle,3,1,H,1,0,H,2.59,3.94,2.58,1-0,3-1,15,6,9,2,4,4,0,0,5,3,14,17
E0,03/09/2023,Crystal Palace,Wolves,3,2,H,0,0,D,1.97,3.5,4.25,0-0,3-2,16,11,12,4,1,3,0,0,4,2,12,12
E0,03/09/2023,Liverpool,Aston Villa,3,0,H,2,0,H,1.68,4.61,4.6,2-0,3-0,17,4,9,3,0,1,0,0,7,3,12,7
E0,03/09/2023,Arsenal,Man United,3,1,H,1,1,D,1.77,4.08,4.55,1-1,3-1,17,5,10,2,2,3,0,0,12,3,8,7
E0,16/09/2023,Wolves,Liverpool,1,3,A,1,0,H,6.66,4.98,1.47,1-0,1-3,11,2,16,6,1,3,0,0,4,4,10,4
E0,16/09/2023,Aston Villa,Crystal Palace,3,1,H,0,0,D,1.93,3.76,4.1,0-0,3-1,16,5,6,3,5,3,0,0,4,2,13,9
E0,16/09/2023,Fulham,Luton,1,0,H,0,0,D,1.68,4.03,5.31,0-0,1-0,13,2,7,2,2,2,0,0,6,2,6,14
E0,16/09/2023,Man United,Brighton,1,3,A,0,1,A,2.25,4.02,2.99,0-1,1-3,14,4,10,8,2,2,0,0,8,1,8,9
E0,16/09/2023,Tottenham,Sheffield United,2,1,H,0,0,D,1.29,6.08,10.21,0-0,2-1,28,10,7,5,6,5,0,1,15,2,13,14
E0,16/09/2023,West Ham,Man City,1,3,A,1,0,H,6.58,4.7,1.5,1-0,1-3,6,3,29,15,3,2,0,0,4,11,7,11
E0,16/09/2023,Newcastle,Brentford,1,0,H,0,0,D,1.54,4.47,6.3,0-0,1-0,9,2,11,2,3,5,0,0,8,3,8,12
E0,17/09/2023,Bournemouth,Chelsea,0,0,D,0,0,D,4.39,4.05,1.8,0-0,0-0,13,4,14,6,1,5,0,0,1,7,15,20
E0,17/09/2023,Everton,Arsenal,0,1,A,0,0,D,6.3,4.54,1.53,0-0,0-1,8,1,13,4,1,1,0,0,1,11,12,10
E0,18/09/2023,Nottm Forest,Burnley,1,1,D,0,1,A,2.23,3.58,3.33,0-1,1-1,14,4,10,3,2,3,0,1,5,4,16,10
E0,23/09/2023,Crystal Palace,Fulham,0,0,D,0,0,D,1.99,3.54,4.11,0-0,0-0,7,3,10,5,3,2,0,0,3,2,10,15
E0,23/09/2023,Luton,Wolves,1,1,D,0,0,D,3.26,3.47,2.31,0-0,1-1,20,4,3,3,0,2,0,1,10,1,12,17
E0,23/09/2023,Man City,Nottm Forest,2,0,H,2,0,H,1.15,9.04,17.91,2-0,2-0,7,4,10,3,3,7,1,0,6,6,5,17
E0,23/09/2023,Brentford,Everton,1,3,A,1,1,D,1.81,3.8,4.67,1-1,1-3,12,2,18,6,2,2,0,0,1,4,9,12
E0,23/09/2023,Burnley,Man United,0,1,A,0,1,A,4.28,4.31,1.77,0-1,0-1,12,4,11,4,1,2,0,0,9,5,6,12
E0,24/09/2023,Arsenal,Tottenham,2,2,D,1,1,D,1.68,4.45,4.69,1-1,2-2,13,6,13,5,3,4,0,0,11,4,12,19
E0,24/09/2023,Brighton,Bournemouth,3,1,H,1,1,D,1.41,5.08,7.9,1-1,3-1,13,4,12,4,3,3,0,0,4,4,12,17
E0,24/09/2023,Chelsea,Aston Villa,0,1,A,0,0,D,1.93,3.9,3.93,0-0,0-1,10,4,15,7,2,3,0,0,5,11,9,11
E0,24/09/2023,Liverpool,West Ham,3,1,H,1,1,D,1.4,5.67,7.21,1-1,3-1,22,7,11,4,0,2,0,0,7,4,12,13
E0,24/09/2023,Sheffield United,Newcastle,0,8,A,0,3,A,7.05,4.98,1.45,0-3,0-8,9,1,22,15,3,0,0,0,2,6,12,8
E0,30/09/2023,Aston Villa,Brighton,6,1,H,3,0,H,2.58,3.96,2.58,3-0,6-1,19,9,11,3,4,4,0,0,1,3,19,21
E0,30/09/2023,Bournemouth,Arsenal,0,4,A,0,2,A,5.59,4.77,1.56,0-2,0-4,8,1,15,8,0,1,0,0,6,6,11,10
E0,30/09/2023,Everton,Luton,1,2,A,1,2,A,1.62,3.94,6.24,1-2,1-2,23,5,9,2,0,1,0,0,3,6,8,10
E0,30/09/2023,Man United,Crystal Palace,0,1,A,0,1,A,1.57,4.36,5.96,0-1,0-1,19,4,8,2,3,2,0,0,10,4,10,8
E0,30/09/2023,Newcastle,Burnley,2,0,H,1,0,H,1.34,5.67,9.15,1-0,2-0,20,8,8,2,1,3,0,0,5,3,7,15
E0,30/09/2023,West Ham,Sheffield United,2,0,H,2,0,H,1.44,4.94,7.44,2-0,2-0,20,9,16,2,1,1,0,0,7,4,6,9
E0,30/09/2023,Wolves,Man City,2,1,H,1,0,H,9.61,5.75,1.33,1-0,2-1,3,1,23,8,5,4,0,0,0,6,18,12
E0,30/09/2023,Tottenham,Liverpool,2,1,H,1,1,D,2.98,4.12,2.23,1-1,2-1,24,8,12,4,5,4,0,2,12,5,11,17
E0,01/10/2023,Nottm Forest,Brentford,1,1,D,0,0,D,2.84,3.29,2.69,0-0,1-1,6,1,18,5,1,2,1,0,1,11,6,10
E0,02/10/2023,Fulham,Chelsea,0,2,A,0,2,A,3.93,3.45,2.06,0-2,0-2,10,3,11,4,1,4,0,0,8,1,15,12
E0,03/10/2023,Luton,Burnley,1,2,A,0,1,A,2.94,3.23,2.65,0-1,1-2,18,3,14,4,4,2,0,0,7,6,14,6
E0,07/10/2023,Luton,Tottenham,0,1,A,0,0,D,6.91,4.98,1.46,0-0,0-1,12,2,15,4,2,1,0,1,5,6,16,7
E0,07/10/2023,Burnley,Chelsea,1,4,A,1,1,D,4.58,3.98,1.78,1-1,1-4,10,3,9,5,2,4,0,0,7,3,11,8
E0,07/10/2023,Everton,Bournemouth,3,0,H,2,0,H,1.99,3.71,3.88,2-0,3-0,25,8,11,4,1,2,0,0,8,7,14,15
E0,07/10/2023,Fulham,Sheffield United,3,1,H,0,0,D,1.64,4,5.9,0-0,3-1,20,6,5,2,1,2,0,0,9,4,8,10
E0,07/10/2023,Man United,Brentford,2,1,H,0,1,A,1.7,4.23,4.87,0-1,2-1,21,8,11,3,0,5,0,0,7,5,10,17
E0,07/10/2023,Crystal Palace,Nottm Forest,0,0,D,0,0,D,2.26,3.3,3.54,0-0,0-0,8,2,16,5,0,1,0,0,3,7,7,12
E0,08/10/2023,Brighton,Liverpool,2,2,D,1,2,A,3.14,4.02,2.17,1-2,2-2,14,3,14,4,1,2,0,0,8,1,12,20
E0,08/10/2023,West Ham,Newcastle,2,2,D,1,0,H,3.41,3.79,2.12,1-0,2-2,5,3,10,3,3,3,0,0,4,2,11,18
E0,08/10/2023,Wolves,Aston Villa,1,1,D,0,0,D,3.39,3.64,2.18,0-0,1-1,8,3,18,4,2,2,1,0,2,10,19,9
E0,08/10/2023,Arsenal,Man City,1,0,H,0,0,D,2.99,3.49,2.46,0-0,1-0,12,2,4,1,2,3,0,0,5,4,8,7
E0,21/10/2023,Liverpool,Everton,2,0,H,0,0,D,1.37,5.77,7.65,0-0,2-0,26,6,6,1,1,1,0,1,12,4,9,9
E0,21/10/2023,Bournemouth,Wolves,1,2,A,1,0,H,2.45,3.49,3.01,1-0,1-2,7,4,20,7,2,6,1,0,3,12,15,10
E0,21/10/2023,Brentford,Burnley,3,0,H,1,0,H,1.87,3.77,4.37,1-0,3-0,23,10,6,1,5,2,0,1,5,5,14,12
E0,21/10/2023,Man City,Brighton,2,1,H,2,0,H,1.42,5.45,6.93,2-0,2-1,10,6,5,3,2,2,1,0,2,2,9,11
E0,21/10/2023,Newcastle,Crystal Palace,4,0,H,3,0,H,1.46,4.63,7.7,3-0,4-0,10,7,17,3,2,3,0,0,6,8,7,12
E0,21/10/2023,Nottm Forest,Luton,2,2,D,0,0,D,1.7,3.89,5.43,0-0,2-2,19,8,13,4,3,0,0,0,4,2,12,11
E0,21/10/2023,Chelsea,Arsenal,2,2,D,1,0,H,3.33,3.5,2.26,1-0,2-2,11,5,13,3,3,3,0,0,2,7,7,14
E0,21/10/2023,Sheffield United,Man United,1,2,A,1,1,D,7.57,5.24,1.41,1-1,1-2,12,6,14,5,3,1,0,0,5,4,12,10
E0,22/10/2023,Aston Villa,West Ham,4,1,H,1,0,H,1.9,3.93,4.01,1-0,4-1,15,7,14,4,0,1,0,0,8,7,9,15
E0,23/10/2023,Tottenham,Fulham,2,0,H,1,0,H,1.51,4.85,6.06,1-0,2-0,15,5,10,3,2,0,0,0,3,5,10,14
E0,27/10/2023,Crystal Palace,Tottenham,1,2,A,0,0,D,4.7,3.84,1.79,0-0,1-2,13,3,10,1,2,1,0,0,11,2,19,11
E0,28/10/2023,Chelsea,Brentford,0,2,A,0,0,D,1.66,4.15,5.32,0-0,0-2,17,2,7,5,1,4,0,0,10,1,12,7
E0,28/10/2023,Arsenal,Sheffield United,5,0,H,1,0,H,1.13,10.16,21.31,1-0,5-0,13,8,2,0,0,3,0,0,6,1,9,13
E0,28/10/2023,Bournemouth,Burnley,2,1,H,1,1,D,2.1,3.76,3.49,1-1,2-1,13,6,6,3,2,3,0,0,10,5,9,12
E0,28/10/2023,Wolves,Newcastle,2,2,D,1,2,A,4.22,3.99,1.84,1-2,2-2,11,6,13,5,1,4,0,0,8,7,13,15
E0,29/10/2023,West Ham,Everton,0,1,A,0,0,D,2.18,3.62,3.41,0-0,0-1,12,2,10,4,4,1,0,0,4,3,7,11
E0,29/10/2023,Aston Villa,Luton,3,1,H,1,0,H,1.28,6.23,10.8,1-0,3-1,17,6,7,1,3,2,0,0,6,4,11,10
E0,29/10/2023,Brighton,Fulham,1,1,D,1,0,H,1.59,4.65,5.36,1-0,1-1,18,7,10,5,0,3,0,0,7,3,12,8
E0,29/10/2023,Liverpool,Nottm Forest,3,0,H,2,0,H,1.27,6.51,10.09,2-0,3-0,21,8,9,1,2,3,0,0,8,3,9,13
E0,29/10/2023,Man United,Man City,0,3,A,0,1,A,5.16,4.07,1.69,0-1,0-3,7,3,21,10,4,1,0,0,7,12,9,4
E0,04/11/2023,Fulham,Man United,0,1,A,0,0,D,3.22,3.68,2.22,0-0,0-1,18,3,12,5,5,2,0,0,9,4,9,15
E0,04/11/2023,Brentford,West Ham,3,2,H,1,2,A,2.07,3.74,3.52,1-2,3-2,16,4,12,2,1,4,0,0,4,3,12,14
E0,04/11/2023,Burnley,Crystal Palace,0,2,A,0,1,A,2.89,3.24,2.65,0-1,0-2,17,5,4,3,0,5,0,0,12,1,9,12
E0,04/11/2023,Everton,Brighton,1,1,D,1,0,H,3.1,3.87,2.21,1-0,1-1,10,4,7,2,4,2,0,0,3,3,15,5
E0,04/11/2023,Man City,Bournemouth,6,1,H,3,0,H,1.08,12.84,29.22,3-0,6-1,21,8,5,1,0,1,0,0,12,1,8,9
E0,04/11/2023,Sheffield United,Wolves,2,1,H,0,0,D,3.91,3.68,1.97,0-0,2-1,11,2,10,3,2,3,0,0,4,4,13,10
E0,04/11/2023,Newcastle,Arsenal,1,0,H,0,0,D,2.83,3.41,2.59,0-0,1-0,9,2,14,1,5,1,0,0,0,11,14,9
E0,05/11/2023,Nottm Forest,Aston Villa,2,0,H,1,0,H,4.17,3.76,1.89,1-0,2-0,5,3,13,3,1,1,0,0,0,10,6,9
E0,05/11/2023,Luton,Liverpool,1,1,D,0,0,D,11.23,6.76,1.24,0-0,1-1,8,5,24,6,1,1,0,0,4,7,7,13
E0,06/11/2023,Tottenham,Chelsea,1,4,A,1,1,D,2.14,3.73,3.34,1-1,1-4,8,5,17,8,1,5,2,0,1,6,12,21
E0,11/11/2023,Wolves,Tottenham,2,1,H,0,1,A,3.11,3.78,2.23,0-1,2-1,17,4,6,2,4,3,0,0,11,3,19,15
E0,11/11/2023,Arsenal,Burnley,3,1,H,1,0,H,1.19,7.47,14.74,1-0,3-1,16,6,8,5,0,1,1,0,3,3,8,9
E0,11/11/2023,Crystal Palace,Everton,2,3,A,1,1,D,2.45,3.2,3.19,1-1,2-3,13,4,8,4,1,4,0,0,9,2,9,18
E0,11/11/2023,Man United,Luton,1,0,H,0,0,D,1.31,5.86,9.36,0-0,1-0,15,4,10,4,0,2,0,0,11,3,9,11
E0,11/11/2023,Bournemouth,Newcastle,2,0,H,0,0,D,4.52,4.06,1.76,0-0,2-0,19,10,8,5,2,1,0,0,6,5,10,4
E0,12/11/2023,Aston Villa,Fulham,3,1,H,2,0,H,1.6,4.27,5.67,2-0,3-1,12,6,9,5,2,5,0,0,2,2,4,17
E0,12/11/2023,Brighton,Sheffield United,1,1,D,1,0,H,1.24,6.8,11.28,1-0,1-1,11,6,9,1,3,2,1,0,6,3,13,16
E0,12/11/2023,Liverpool,Brentford,3,0,H,1,0,H,1.41,5.26,7.17,1-0,3-0,17,10,16,3,1,2,0,0,6,8,16,12
E0,12/11/2023,West Ham,Nottm Forest,3,2,H,1,1,D,1.89,3.79,4.1,1-1,3-2,16,6,10,5,2,2,0,0,9,4,9,12
E0,12/11/2023,Chelsea,Man City,4,4,D,2,2,D,4.92,3.8,1.75,2-2,4-4,17,9,15,10,5,3,0,0,3,3,12,15
E0,25/11/2023,Man City,Liverpool,1,1,D,1,0,H,1.75,4.37,4.24,1-0,1-1,16,5,8,3,1,3,0,0,9,6,9,11
E0,25/11/2023,Burnley,West Ham,1,2,A,0,0,D,3.58,3.54,2.12,0-0,1-2,11,5,11,3,1,3,0,0,4,5,11,7
E0,25/11/2023,Luton,Crystal Palace,2,1,H,0,0,D,3.7,3.41,2.13,0-0,2-1,8,3,16,8,6,1,0,0,4,5,15,12
E0,25/11/2023,Newcastle,Chelsea,4,1,H,1,1,D,2.65,3.46,2.73,1-1,4-1,14,5,7,4,4,4,0,1,4,2,13,19
E0,25/11/2023,Nottm Forest,Brighton,2,3,A,1,2,A,3.32,3.63,2.19,1-2,2-3,18,5,11,5,2,4,0,1,6,4,12,7
E0,25/11/2023,Sheffield United,Bournemouth,1,3,A,0,2,A,3.36,3.54,2.2,0-2,1-3,10,2,23,11,4,1,0,0,4,7,6,8
E0,25/11/2023,Brentford,Arsenal,0,1,A,0,0,D,4.74,3.82,1.78,0-0,0-1,9,3,15,4,1,1,0,0,1,8,9,7
E0,26/11/2023,Tottenham,Aston Villa,1,2,A,1,1,D,2.36,3.93,2.82,1-1,1-2,18,8,15,5,0,4,0,0,9,3,11,13
E0,26/11/2023,Everton,Man United,0,3,A,0,1,A,2.75,3.51,2.6,0-1,0-3,24,6,9,4,3,0,0,0,6,5,10,8
E0,27/11/2023,Fulham,Wolves,3,2,H,1,1,D,2.45,3.37,3.05,1-1,3-2,12,6,10,6,2,2,0,0,6,2,13,13
E0,02/12/2023,Arsenal,Wolves,2,1,H,2,0,H,1.29,5.9,10.82,2-0,2-1,19,6,6,3,1,2,0,0,4,0,10,10
E0,02/12/2023,Brentford,Luton,3,1,H,0,0,D,1.45,4.83,7.07,0-0,3-1,27,6,7,1,1,2,0,0,7,5,10,8
E0,02/12/2023,Burnley,Sheffield United,5,0,H,2,0,H,1.83,3.63,4.65,2-0,5-0,19,7,6,3,2,5,0,1,6,1,9,12
E0,02/12/2023,Nottm Forest,Everton,0,1,A,0,0,D,2.85,3.31,2.64,0-0,0-1,13,2,12,3,1,0,0,0,4,3,15,14
E0,02/12/2023,Newcastle,Man United,1,0,H,0,0,D,1.9,3.87,4,0-0,1-0,22,4,8,1,1,2,0,0,7,3,6,13
E0,03/12/2023,Bournemouth,Aston Villa,2,2,D,1,1,D,3.56,4.07,1.97,1-1,2-2,15,7,11,3,5,3,0,0,7,7,16,12
E0,03/12/2023,Chelsea,Brighton,3,2,H,2,1,H,1.75,4.21,4.4,2-1,3-2,8,5,18,9,3,5,1,0,5,8,16,12
E0,03/12/2023,Liverpool,Fulham,4,3,H,2,2,D,1.25,6.76,10.35,2-2,4-3,26,12,9,5,0,0,0,0,3,4,6,7
E0,03/12/2023,West Ham,Crystal Palace,1,1,D,1,0,H,2.01,3.56,3.92,1-0,1-1,9,3,9,2,2,0,0,0,2,3,17,7
E0,03/12/2023,Man City,Tottenham,3,3,D,2,1,H,1.27,6.42,9.75,2-1,3-3,18,4,8,4,4,4,0,0,10,8,14,14
E0,05/12/2023,Wolves,Burnley,1,0,H,1,0,H,1.92,3.6,4.35,1-0,1-0,7,4,12,3,2,4,0,0,6,8,11,15
E0,05/12/2023,Luton,Arsenal,3,4,A,1,2,A,14.73,6.77,1.22,1-2,3-4,6,4,23,9,2,1,0,0,3,8,14,7
E0,06/12/2023,Brighton,Brentford,2,1,H,1,1,D,1.94,3.89,3.79,1-1,2-1,18,7,8,2,3,1,0,0,7,3,10,8
E0,06/12/2023,Crystal Palace,Bournemouth,0,2,A,0,1,A,2.3,3.45,3.23,0-1,0-2,16,3,11,4,1,3,0,0,3,9,10,17
E0,06/12/2023,Fulham,Nottm Forest,5,0,H,2,0,H,2.06,3.5,3.81,2-0,5-0,14,6,4,1,0,1,0,0,6,1,7,10
E0,06/12/2023,Sheffield United,Liverpool,0,2,A,0,1,A,14.14,7.68,1.19,0-1,0-2,6,1,15,8,2,3,0,0,2,12,12,8
E0,06/12/2023,Aston Villa,Man City,1,0,H,0,0,D,4.35,4.29,1.75,0-0,1-0,22,7,2,2,2,2,0,0,6,0,13,13
E0,06/12/2023,Man United,Chelsea,2,1,H,1,1,D,2.88,3.67,2.42,1-1,2-1,28,9,13,3,4,0,0,0,12,4,12,12
E0,07/12/2023,Everton,Newcastle,3,0,H,0,0,D,3.17,3.41,2.36,0-0,3-0,21,6,13,3,3,0,0,0,5,2,18,8
E0,07/12/2023,Tottenham,West Ham,1,2,A,1,0,H,1.8,4.31,4.04,1-0,1-2,23,7,11,5,3,3,0,0,8,4,11,12
E0,09/12/2023,Crystal Palace,Liverpool,1,2,A,0,0,D,6.3,4.59,1.51,0-0,1-2,8,4,14,2,5,2,1,0,6,5,17,17
E0,09/12/2023,Brighton,Burnley,1,1,D,0,1,A,1.5,4.69,6.31,0-1,1-1,29,11,6,3,0,4,0,0,9,1,5,8
E0,09/12/2023,Man United,Bournemouth,0,3,A,0,1,A,1.55,4.7,5.52,0-1,0-3,20,3,10,4,3,1,0,0,10,4,7,10
E0,09/12/2023,Sheffield United,Brentford,1,0,H,1,0,H,4.47,3.84,1.81,1-0,1-0,9,4,10,4,5,1,0,0,3,4,14,13
E0,09/12/2023,Wolves,Nottm Forest,1,1,D,1,1,D,1.89,3.56,4.44,1-1,1-1,10,4,8,2,0,1,0,0,4,3,9,11
E0,09/12/2023,Aston Villa,Arsenal,1,0,H,1,0,H,3.43,3.69,2.12,1-0,1-0,10,3,12,5,4,2,0,0,3,3,16,11
E0,10/12/2023,Everton,Chelsea,2,0,H,0,0,D,3.03,3.59,2.36,0-0,2-0,9,5,16,4,2,2,0,0,4,8,12,12
E0,10/12/2023,Fulham,West Ham,5,0,H,3,0,H,2.44,3.4,3.03,3-0,5-0,14,8,9,5,2,1,0,0,3,6,5,10
E0,10/12/2023,Luton,Man City,1,2,A,1,0,H,18.31,10.09,1.13,1-0,1-2,4,2,18,6,2,1,0,0,6,3,16,6
E0,10/12/2023,Tottenham,Newcastle,4,1,H,2,0,H,2.23,3.84,3.08,2-0,4-1,23,12,9,3,1,3,0,0,3,6,10,12
E0,15/12/2023,Nottm Forest,Tottenham,0,2,A,0,1,A,4.51,4.14,1.76,0-1,0-2,15,1,12,6,2,4,0,1,6,4,16,11
E0,16/12/2023,Chelsea,Sheffield United,2,0,H,0,0,D,1.24,6.69,11.68,0-0,2-0,15,6,6,1,1,3,0,0,7,6,9,14
E0,16/12/2023,Man City,Crystal Palace,2,2,D,1,0,H,1.17,7.98,15.35,1-0,2-2,19,9,5,2,1,1,0,0,6,1,12,9
E0,16/12/2023,Newcastle,Fulham,3,0,H,0,0,D,1.87,3.94,4.04,0-0,3-0,27,10,6,4,0,2,0,1,5,1,7,12
E0,16/12/2023,Burnley,Everton,0,2,A,0,2,A,3.66,3.44,2.13,0-2,0-2,14,2,9,6,0,1,0,0,8,6,9,8
E0,17/12/2023,Arsenal,Brighton,2,0,H,0,0,D,1.48,4.76,6.67,0-0,2-0,26,9,6,1,1,3,0,0,10,1,11,9
E0,17/12/2023,Brentford,Aston Villa,1,2,A,1,0,H,3.24,3.73,2.19,1-0,1-2,4,3,15,5,6,4,1,1,7,12,19,6
E0,17/12/2023,West Ham,Wolves,3,0,H,2,0,H,2.12,3.62,3.5,2-0,3-0,13,4,14,3,3,1,0,0,6,6,12,15
E0,17/12/2023,Liverpool,Man United,0,0,D,0,0,D,1.32,5.99,8.37,0-0,0-0,34,8,6,1,2,4,0,1,12,0,13,8
E0,21/12/2023,Crystal Palace,Brighton,1,1,D,1,0,H,3.4,3.47,2.22,1-0,1-1,11,3,18,6,5,2,0,0,3,1,12,11
E0,22/12/2023,Aston Villa,Sheffield United,1,1,D,0,0,D,1.24,6.98,11.3,0-0,1-1,12,4,5,2,3,3,0,0,9,1,11,16
E0,23/12/2023,West Ham,Man United,2,0,H,0,0,D,2.65,3.65,2.62,0-0,2-0,12,5,11,3,2,3,0,0,4,4,13,15
E0,23/12/2023,Fulham,Burnley,0,2,A,0,0,D,1.7,3.96,5.12,0-0,0-2,19,5,7,2,2,1,0,0,8,6,5,17
E0,23/12/2023,Luton,Newcastle,1,0,H,1,0,H,4.91,4.36,1.65,1-0,1-0,16,5,15,2,2,1,0,0,6,7,11,5
E0,23/12/2023,Nottm Forest,Bournemouth,2,3,A,0,0,D,2.74,3.52,2.61,0-0,2-3,11,5,18,7,0,3,1,0,6,6,10,10
E0,23/12/2023,Tottenham,Everton,2,1,H,2,0,H,1.8,4.29,4.05,2-0,2-1,13,6,18,8,1,4,0,0,3,8,6,18
E0,23/12/2023,Liverpool,Arsenal,1,1,D,1,1,D,2.47,3.63,2.84,1-1,1-1,13,3,13,2,2,5,0,0,4,5,13,14
E0,24/12/2023,Wolves,Chelsea,2,1,H,0,0,D,3.77,3.76,1.99,0-0,2-1,14,6,16,5,3,5,0,0,10,6,11,9
